municipio,voronoi_plant_raw,voronoi_plant,d_euclidean,network_plant_raw,network_plant,d_network,beta_assigned,misallocated,_norm,beta_mum_mean,beta_mum_std,beta_mum_min,beta_mum_max,n_pairs,utm_x,utm_y
Losar de la Vera,28,22,3350.217049167694,28,22,6817.566301,2.034962571363462,0,losar de la vera,1.4394922443689562,0.4281252419545246,1.189073364371558,4.558565569093868,300.0,278048.414754491,4444672.44216845
MadroÃ±era,19,19,9350.129912169838,19,19,15579.8827194,1.6662744652479866,0,madroaera,,,,,,262949.453048668,4367824.54743925
Valverde del Fresno,20,20,26658.177754455533,31,31,47376.3029691,1.777177097604945,1,valverde del fresno,1.315960717748275,0.16162084421654396,1.1363679781407494,2.720107722335114,300.0,170089.613581434,4459676.7723271
Garrovillas de AlconÃ©tar,30,30,17571.93704114491,44,44,27803.8620214,1.582287823835068,1,garrovillas de alconatar,,,,,,195738.61081328,4401979.83925645
Aldeanueva de la Vera,28,22,4988.354492421791,28,22,8308.3399886,1.665547226289123,0,aldeanueva de la vera,1.4473136588062934,0.5328236531719174,1.1635609467498957,5.031886184077888,300.0,269948.779297598,4445422.3709028
Cabezuela del Valle,22,22,2956.3697182343194,22,22,5506.0993214,1.8624528885678402,0,cabezuela del valle,1.5568356824101186,0.6961334835250707,1.0692093880613722,6.04344036104082,300.0,261149.142383295,4453072.09936392
Brozas,44,44,1428.6354568694867,44,44,2947.0385752,2.0628345467903557,0,brozas,1.3394665173772924,0.14058008034254474,1.147645824656684,2.108768046862865,300.0,175736.243766383,4391585.19642086
Villanueva de la Vera,28,22,15531.366300318616,28,22,22740.4997368,1.4641660815335669,0,villanueva de la vera,1.4549965963054976,0.3532709871625125,1.1514431205067723,3.8089742549288057,300.0,290247.857914501,4445122.49891764
Guadalupe,45,45,19009.870694169505,45,45,29254.6105531,1.5389168618633817,0,guadalupe,1.4116264790985773,0.4212041826373052,1.150296945525362,5.178954809153731,300.0,299947.767244499,4369674.69696705
LogrosÃ¡n,45,45,1400.2179625464728,45,45,1634.1846953,1.1670930805144288,0,logrosan,,,,,,285348.48445472,4357274.96585457
Sierra de Fuentes,46,46,16101.074838798468,46,46,21859.0775512,1.3576160455155812,0,sierra de fuentes,1.3458010985932094,0.13856056193165134,1.1199680921948365,2.034728918123251,300.0,218511.444483146,4370678.69026383
Navaconcejo,22,22,5443.637940566029,22,22,8544.2702455,1.5695882677699846,0,navaconcejo,1.549431348712893,0.6901085774871739,1.0618731836393875,5.977338840608213,300.0,259199.241670568,4451422.13539617
CeclavÃ­n,24,24,2944.74452517346,24,24,4886.1226539,1.6592687793900163,0,ceclavan,,,,,,177146.60642921,4414861.93235065
MontÃ¡nchez,41,41,1886.8983979826764,41,41,2705.1164405,1.4336312137378981,0,montanchez,,,,,,228092.493332687,4346685.28503168
AlmoharÃ­n,43,36,11531.19551996483,43,36,13698.5333268,1.1879543021434937,0,almoharan,,,,,,237181.548351957,4340920.79476579
Aliseda,44,44,21401.042694570595,46,46,32412.6044371,1.5145338897586993,1,aliseda,1.3221997942064823,0.11933828407608696,1.0733493081088008,1.9327559374466263,300.0,182287.727820116,4370285.29485575
Galisteo,29,29,12557.646484533116,29,29,16066.9628908,1.279456537543815,0,galisteo,1.408509442626143,0.4294698151486639,1.0645793979367502,6.69210327894818,300.0,221164.977574718,4430450.7841439
Madrigalejo,36,36,23231.277452799444,45,45,40595.617573,1.7474552424196585,1,madrigalejo,1.6160660473090964,0.7110531922818057,1.1131462643650478,9.558853850001736,300.0,273049.132765184,4335625.51579502
Cilleros,20,20,13208.346987056766,31,31,36742.6365574,2.7817740246682763,1,cilleros,1.2710738822166043,0.1372865915001619,1.0543104740489477,2.0492312505252763,300.0,176967.567120293,4447323.80233938
Zarza de Granadilla,23,22,10924.418082998563,23,22,12169.240856,1.113948657360407,0,zarza de granadilla,1.4296716948565653,0.47171906443833195,1.0867680397368966,5.183219110319328,300.0,240816.722783534,4458693.78372199
Madrigal de la Vera,28,22,23766.806137361786,28,22,32222.0285144,1.3557576196048688,0,madrigal de la vera,1.4578470693138494,0.32738747974348476,1.1499657738623361,3.3621415642980947,300.0,298347.486994959,4446922.49168506
CaÃ±amero,45,45,9671.617510333124,45,45,11875.4601652,1.2278670194010772,0,caaamero,,,,,,294398.054077153,4361774.8892108
Serradilla,33,33,1660.4401259758445,33,33,2552.6116417,1.5373102599528086,0,serradilla,1.4246033291797298,0.21548484550238636,1.1575185823658667,2.185015047153416,300.0,231459.730158101,4413618.33343155
Torreorgaz,41,41,18176.03946443665,46,46,24301.743199,1.3370208205450336,1,torreorgaz,1.347923099307883,0.15620664130871334,1.0465545210779217,2.2974435901617745,300.0,220244.996994033,4364347.86825223
Pinofranqueado,21,21,14808.151091448535,21,21,20361.2673221,1.375004022876178,0,pinofranqueado,1.3767889043127344,0.2679145413478891,1.0903603911957889,3.221734899052764,300.0,216908.781760713,4466831.47548595
Zorita,45,45,19600.28374934257,45,45,22322.440414,1.1388835334972505,0,zorita,1.339663115629164,0.25585605864299754,1.034904902940639,3.1880324119797705,300.0,267299.32369481,4351925.0179712
Gata,31,31,6870.698527391379,31,31,18147.3888512,2.6412727583450066,0,gata,1.3711823665814034,0.20635700839564275,1.101188181376813,3.0387414504838497,300.0,194218.240938159,4460498.88488964
AlcÃ¡ntara,24,24,15653.582632379288,44,44,18093.6657855,1.1558801719980334,1,alcantara,,,,,,167038.688586836,4404004.60143654
Guijo de Galisteo,25,25,4526.31479095092,25,25,8506.4178704,1.8793252929306123,0,guijo de galisteo,1.3403708200309181,0.180589939621742,1.1265103598390276,2.363379616038278,300.0,209388.517920319,4443878.57757486
Piornal,22,22,12022.796984810511,26,22,24370.0133986,2.026983690183644,0,piornal,1.5330674094801493,0.5512064544538673,1.1712332792264377,4.500322120632423,300.0,257449.351939874,4444772.32501792
Ahigal,25,25,20800.63896164581,23,22,26839.3747823,1.2903149192574797,1,ahigal,1.3699321439791772,0.26233461944392755,1.0912671700949215,3.1426102519270978,300.0,228857.024248793,4453790.41759645
