plant_id,T_i,TP,FP,FN,Prec_i,Rec_i,C_i,U_i,D90_i,Leak_dg_i,tkm_real,tkm_theo,IET_i,scenario
22,18687.314916051226,18685.677816403808,1.6370996474174377,6426.822183596192,0.9999123951378369,0.7440787582440541,11.682597136250736,,30.33064281414788,3.976655128990238,273409.828226948,373056.56,136.44592164782705,S2_full
24,2191.76,2191.76,0.0,69.24,1.0,0.9693763821318002,21.891430448589258,,18.51493220018886,0.12102324765797914,20610.416,21257.81,103.14110108209363,S2_full
25,5856.422489991458,5332.524742010388,523.8977479810698,205.47525798961166,0.9105430407597123,0.9628972087414931,11.925347824777456,,19.430773973405547,0.36157982898698987,53332.759184356866,47164.085,88.43361138876496,S2_full
27,19000.790006,18985.070006,15.72,867.4299940000001,0.9991726659788863,0.9563062589598288,9.970495592468426,,20.639917312334227,0.8537806987016091,187870.40104543985,195149.01,103.87427126043112,S2_full
29,32575.990211533728,27025.461191031605,5550.529020502122,1154.5388089683972,0.8296128840762936,0.9590298506398723,12.30904262221179,,49.397194720872186,0.37672481484705866,689786.5545129478,275126.97,39.88581224147877,S2_full
30,1441.13,1441.13,0.0,438.86999999999995,1.0,0.7665585106382979,32.553994947241314,,25.34754582881907,1.6070071524815293,18314.694966622497,24252.89,132.42311730661925,S2_full
31,6378.6693013498725,6378.6693013498725,0.0,1010.8306986501277,1.0,0.863207158989089,19.659984026536723,,47.857723914621744,0.5589005522938405,197482.59064728685,225430.565,114.15212057989939,S2_full
33,1833.9831784493526,1833.9831784493526,0.0,218.0168215506474,1.0,0.8937539855990997,27.296686678346646,,31.43,0.0019442252367291375,26913.62880866573,29287.989999999998,108.82215181094334,S2_full
36,7075.4200019,7075.4200019,0.0,548.0799981,1.0,0.9281065130058372,10.76150236080316,,14.349247200074627,0.2999980347607003,38943.555011037,44224.39,113.56022835477232,S2_full
39,8657.622159218085,8636.402159218085,21.22,134.5978407819145,0.9975489805849975,0.9846542194981285,14.32202919470276,,35.89821472165342,0.06419718227728893,140808.11371411424,144499.07,102.62126676405849,S2_full
41,6969.484156645271,6905.989999,63.49415764527075,629.010001,0.9908896905110645,0.9165215658925017,13.480805063132332,,27.177463321161326,0.7752530815908512,92428.53275188307,105594.43000000001,114.24440792916157,S2_full
42,1990.75,1990.75,0.0,38.25,1.0,0.9811483489403647,26.169039933689888,,40.345965232020205,0.05388875177265895,32569.29642283757,33785.75,103.73497038858184,S2_full
44,4206.58,4158.52,48.06000000000001,27.979999999999997,0.9885750419580751,0.9933166129224891,15.652567663534644,,29.615295509299017,0.0,69632.78594877585,70800.58499999999,101.67708218953527,S2_full
45,6951.8699983,6808.9599983,142.91,1507.5400017,0.9794429412467514,0.8187290324415318,17.236786253168045,,34.182915267702576,0.03379735025272453,166788.06391621617,218184.045,130.81514340834482,S2_full
46,57308.41583420578,56864.60460674085,443.8112274649253,909.3953932591471,0.9922557407842353,0.9842594351566596,7.990038325284978,,19.07259243865908,0.4047444554304847,734538.8933384154,732226.265,99.6851591713674,S2_full
