origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Almendralejo,Trujillo,9.9541035,112589.4178592,1198.1750218,113797.5469844
Almendralejo,Moraleja,9.9541035,178014.569429,316.2138127,178340.7373451
Almendralejo,Nuñomoral,9.9541035,228224.5310104,45.3584391,228279.8435529
Almendralejo,Cabezuela del Valle,9.9541035,208351.2842726,418.7409299,208779.979306
Almendralejo,Aldeanueva del Camino,9.9541035,202698.4625927,220.512285,202928.9289811
Almendralejo,Ceclavín,9.9541035,172771.1053512,1118.2002169,173899.2596717
Almendralejo,Montehermoso,9.9541035,184078.5917647,518.5415382,184607.0874064
Almendralejo,Jaraíz de la Vera,9.9541035,189539.700625,685.9588293,190235.6135577
Almendralejo,Navalmoral de la Mata,9.9541035,185228.779968,1329.9633607,186568.6974322
Almendralejo,Jarandilla de la Vera,9.9541035,206991.4669946,659.9406189,207661.361717
Almendralejo,Plasencia,9.9541035,167366.3720917,588.7880731,167965.1142683
Almendralejo,Cañaveral,9.9541035,135605.4950583,193.661938,135809.1110997
Almendralejo,Cadalso,9.9541035,207037.7173824,345.2970645,207392.9685504
Almendralejo,Coria,9.9541035,156894.4844764,74.549165,156978.9877449
Almendralejo,Serradilla,9.9541035,152341.642459,1273.8395642,153625.4361267
Almendralejo,Millanes,9.9541035,173234.5230228,220.4399506,173464.9170769
Almendralejo,Casatejada,9.9541035,172270.1499341,320.3661866,172600.4702242
Almendralejo,Escurial,9.9541035,79695.2959798,74.3212918,79779.5713751
Almendralejo,Almaraz,9.9541035,161143.8405674,75.4078845,161229.2025553
Almendralejo,Miajadas,9.9541035,77189.2603523,39.1585618,77238.3730176
Almendralejo,Valencia de Alcántara,9.9541035,143825.1881237,2.5264989,143837.6687262
Almendralejo,Trujillo,9.9541035,113676.5705815,201.0830222,113887.6077072
Almendralejo,Montánchez,9.9541035,70804.5369046,46.3952131,70860.8862212
Almendralejo,Castañar de Ibor,9.9541035,173122.2215496,698.7043221,173830.8799751
Almendralejo,Miajadas,9.9541035,77125.9845442,29.0812557,77165.0199034
Almendralejo,Brozas,9.9541035,135367.8047982,66.5231765,135444.2820781
Almendralejo,Logrosán,9.9541035,124449.8044518,52.4389281,124512.1974834
Almendralejo,Cáceres,9.9541035,102190.3913551,127.5009616,102327.8464202
Villanueva de la Serena,Ribera del Fresno,23.7895857,71672.2990846,133.3404845,71829.4291549
Villanueva de la Serena,Ribera del Fresno,23.7895857,73801.2266407,43.0864065,73868.1026329
Villanueva de la Serena,Don Benito,23.7895857,11103.983035,1210.0073194,12337.7799402
Villanueva de la Serena,Talavera la Real,23.7895857,99018.40989,157.046597,99199.2460727
Villanueva de la Serena,Atalaya,23.7895857,108961.2147918,1173.6409482,110158.6453258
Villanueva de la Serena,Quintana de la Serena,23.7895857,48409.0978237,22.5339004,48455.4213098
Villanueva de la Serena,Cabeza del Buey,23.7895857,69634.7877795,167.6163566,69826.1937218
Villanueva de la Serena,Fregenal de la Sierra,23.7895857,138462.7013562,714.1054274,139200.5963694
Villanueva de la Serena,Fuente del Maestre,23.7895857,90575.4377799,904.9346082,91504.1619739
Villanueva de la Serena,Llerena,23.7895857,112764.1749576,387.2846945,113175.2492378
Villanueva de la Serena,Siruela,23.7895857,79575.7036081,60.3970647,79659.8902586
Villanueva de la Serena,Puebla del Prior,23.7895857,71958.4750217,856.8577394,72839.1223468
Villanueva de la Serena,Olivenza,23.7895857,137841.0195191,419.4188023,138284.2279072
Villanueva de la Serena,Mérida,23.7895857,59112.7406163,457.6761902,59594.2063922
Villanueva de la Serena,Castuera,23.7895857,39761.5033531,46.7786586,39832.0715975
Villanueva de la Serena,Monterrubio de la Serena,23.7895857,61138.5031228,100.409866,61262.7025745
Villanueva de la Serena,Villanueva de la Serena,23.7895857,7951.9569201,153.7294795,8129.4759853
Villanueva de la Serena,Badajoz,23.7895857,109914.2343987,272.375242,110210.3992265
Villanueva de la Serena,Trujillo,23.7895857,57418.6558195,1198.1750218,58640.620427
Villanueva de la Serena,Moraleja,23.7895857,170023.1019059,316.2138127,170363.1053043
Villanueva de la Serena,Nuñomoral,23.7895857,201861.1594873,45.3584391,201930.3075121
Villanueva de la Serena,Cabezuela del Valle,23.7895857,173829.7833955,418.7409299,174272.3139112
Villanueva de la Serena,Aldeanueva del Camino,23.7895857,169925.8843021,220.512285,170170.1861729
Villanueva de la Serena,Ceclavín,23.7895857,164779.6378282,1118.2002169,165921.6276309
Villanueva de la Serena,Montehermoso,23.7895857,164230.6930007,518.5415382,164773.0241246
Villanueva de la Serena,Jaraíz de la Vera,23.7895857,138656.0642393,685.9588293,139365.8126543
Villanueva de la Serena,Navalmoral de la Mata,23.7895857,134345.1435823,1329.9633607,135698.8965287
Villanueva de la Serena,Jarandilla de la Vera,23.7895857,156107.8306088,659.9406189,156791.5608135
Villanueva de la Serena,Plasencia,23.7895857,137799.9164645,588.7880731,138412.4941233
Villanueva de la Serena,Cañaveral,23.7895857,126755.1754391,193.661938,126972.6269628
Villanueva de la Serena,Cadalso,23.7895857,191024.7004718,345.2970645,191393.787122
Villanueva de la Serena,Coria,23.7895857,148903.0169534,74.549165,149001.3557041
Villanueva de la Serena,Serradilla,23.7895857,118012.4638583,1273.8395642,119310.0930082
Villanueva de la Serena,Millanes,23.7895857,122350.8866371,220.4399506,122595.1161734
Villanueva de la Serena,Casatejada,23.7895857,121386.5135484,320.3661866,121730.6693208
Villanueva de la Serena,Escurial,23.7895857,27253.2356344,74.3212918,27351.3465119
Villanueva de la Serena,Almaraz,23.7895857,110260.2041817,75.4078845,110359.4016519
