X,Y,NOMBRE,
257299.792241677,4347725.08160208,Abertura
221429.08324726,4460308.76551349,Palomero
260249.372436821,4411273.29873146,SerrejÃ³n
212285.570912956,4400970.7487014,Hinojal
251849.540345749,4459621.86103201,Gargantilla
198133.951756585,4454497.14804085,SantibÃ¡Ã±ez el Alto
284368.4233701,4380654.2981979,CabaÃ±as del Castillo
243050.424371173,4350924.91327921,Robledillo de Trujillo
244313.818262083,4447431.83873398,Cabezabellosa
210226.444761213,4435499.73401311,Morcillo
195567.50569125,4424805.70742281,Portaje
274048.584750347,4448422.30923739,Guijo de Santa BÃ¡rbara
284798.370121813,4387544.114254,Robledollano
253679.91872291,4355924.8287116,Puerto de Santa Cruz
164043.105948365,4375413.59082304,Herreruela
254949.46037632,4446622.25067897,Valdastillas
253569.528284717,4444472.30462672,Cabrero
262349.504262445,4362094.70823977,Herguijuela
285548.073028635,4444422.48734023,Talaveruela de la Vera
245349.842496445,4458821.84515893,"Granja, La"
250049.961916527,4383524.02965148,"Aldea del Obispo, La"
192846.104117856,4435017.80098671,Casas de Don GÃ³mez
223720.064743839,4434148.16766039,Aldehuela de Jerte
299697.562816394,4415623.3921293,"Gordo, El"
309997.208403041,4391024.15436813,Carrascalejo
172730.909763159,4403622.87658654,Mata de AlcÃ¡ntara
284998.322079708,4395873.86967987,Fresnedoso de Ibor
247049.753070027,4460921.8008852,AbadÃ­a
215773.742246727,4454526.00164349,Santa Cruz de Paniagua
252150.030721997,4348025.05139953,VillamesÃ­as
233700.427075126,4378235.95632634,Santa Marta de Magasca
211417.71481691,4392055.57431461,Santiago del Campo
279548.356694927,4442272.51780527,Robledillo de la Vera
238657.513079029,4354853.81554231,Salvatierra de Santiago
242350.438976035,4355374.78140623,Santa Ana
295647.817273697,4401823.76298123,Peraleda de San RomÃ¡n
237157.289506869,4444908.88076325,Oliva de Plasencia
122015.477208793,4396987.08043478,Herrera de AlcÃ¡ntara
254849.862231019,4358024.7844865,Santa Cruz de la Sierra
202681.597896817,4412795.10187037,Portezuelo
263829.503544575,4347625.12544263,AlcollarÃ­n
284048.141199521,4444472.47617997,Viandar de la Vera
279348.494073273,4414223.32384566,Millanes
221744.566601932,4462743.64319439,Marchagaz
253149.527451634,4448972.17989047,Rebollar
204889.462549783,4444814.36853385,Guijo de Coria
235292.538288988,4344172.99981229,Valdemorales
242172.16349191,4447626.81133641,Villar de Plasencia
226733.417898618,4484520.67774013,Ladrillar
139863.745559549,4392249.62743826,Carbajo
268749.027082719,4402723.59208588,Romangordo
216106.262150414,4348232.51944914,Casas de Don Antonio
284248.279168788,4412823.38560484,ValdehÃºncar
264549.41256455,4359424.79282496,Conquista de la Sierra
163959.204592677,4411334.00970341,Piedras Albas
268048.90322305,4437852.57598165,Collado
235264.185972544,4359589.50586967,Botija
191778.869158062,4440304.91972263,HuÃ©laga
225614.148322302,4459192.96148298,Cerezo
203866.728349287,4467466.04561756,DescargamarÃ­a
249249.670936418,4456921.92434571,Segura de Toro
262499.231520699,4420223.05296324,Toril
282048.419023947,4403923.62890632,Mesas de Ibor
188475.89405234,4425233.08701363,Pescueza
172364.458150349,4397107.17765371,Villa del Rey
244473.960892906,4451279.70047355,Jarilla
265049.201111265,4401123.6125249,Casas de Miravete
250449.694157058,4438772.4523913,GargÃ¼era
205199.382867405,4469371.1027844,Robledillo de Gata
