origin,beta_max,beta_min,beta_mean,beta_median,n_dest,alpha,alpha_near,municipio,misallocated,utm_x,utm_y
Villasbuenas de Gata,2.347102209732163,1.14504550216957,1.3530214980303508,1.3182963876560607,42,2.049789467130347,1.8511924884280204,Villasbuenas de Gata,0,191422.444789474,4454018.88941824
Saucedilla,2.2534558678191403,1.1053304878174524,1.3054203216364337,1.2144088158661646,42,2.0387168296323184,1.9460560471583563,Saucedilla,0,271198.865176824,4414923.2584327
Malpartida de Plasencia,2.1308263473445495,1.0659222446936374,1.2693484009303537,1.2423498093424457,42,1.999044825222671,1.9749575727830933,Malpartida de Plasencia,0,239985.232530875,4430084.12087274
Puebla de la Calzada,2.1927808560833943,1.0996508438332313,1.2678172914240649,1.2163746024486,42,1.9940700890472312,1.9940700890472312,Puebla de la Calzada,0,185643.111103803,4311193.18816829
Casares de las Hurdes,2.436299993609837,1.2238431484167704,1.4586955704067703,1.348224783011943,42,1.990696272444362,1.5502597658304413,Casares de las Hurdes,0,221371.057569754,4481888.12377618
Toril,2.2125822301348514,1.121965417215997,1.3890619901538397,1.2915251557454224,42,1.9720592062677567,1.796869530736416,Toril,0,262499.231520699,4420223.05296324
Helechosa de los Montes,2.6295463585068375,1.3440881673361527,1.8402070621762507,1.7782147160411903,42,1.9563793673731489,1.3093599020411046,Helechosa de los Montes,0,335556.230971104,4353315.35167669
Perales del Puerto,2.3046961165197,1.1936313431840584,1.3617490022186372,1.3036008680052054,42,1.9308274113947383,1.6830727100459397,Perales del Puerto,1,186517.546217554,4451492.44830636
Valdecaballeros,2.757264269323066,1.4336839953037517,2.0063062177628055,1.988820551271813,42,1.9232022386766547,1.530312999264696,Valdecaballeros,1,311177.365142787,4346075.42409472
Castilblanco,2.4941461664743505,1.2969525381100389,1.767447970726639,1.739394357681133,42,1.9230820659859311,1.5823920976486063,Castilblanco,1,319896.947148144,4350625.34531156
Guijo de Granadilla,2.1885506208334937,1.1417912808460517,1.3231101911606342,1.249970693391917,42,1.9167694284824173,1.9167694284824173,Guijo de Granadilla,1,230886.51760396,4454154.21447522
Navalmoral de la Mata,1.997822811063389,1.047489289287683,1.2522979070849665,1.1996536752569562,42,1.9072489155683443,1.1395977147244096,Navalmoral de la Mata,0,282748.322160822,4418923.20248728
Millanes,2.0892111063917262,1.0988455470339955,1.3428174542571516,1.2593686674643112,42,1.9012782206115555,1.6658840958755963,Millanes,0,279348.494073273,4414223.32384566
Rosalejo,2.293076944842611,1.20810061420463,1.4128034971197987,1.3131592803782492,42,1.8980844127393233,1.2454492775832913,Rosalejo,0,290347.922514091,4430172.92018581
Torre de Don Miguel,2.1545134417719796,1.1362351637848311,1.326720706268602,1.279613215015564,42,1.8961862037390527,1.7254957482681141,Torre de Don Miguel,0,195790.491568247,4458837.83787277
Mohedas de Granadilla,2.1980759872255793,1.1606702803704134,1.3134390017883095,1.2410443910836655,42,1.8937988026402217,1.6865566104219436,Mohedas de Granadilla,0,227852.15779621,4462630.15074041
