municipio,voronoi_plant_raw,voronoi_plant,d_euclidean,network_plant_raw,network_plant,d_network,beta_assigned,misallocated,_norm,beta_mum_mean,beta_mum_std,beta_mum_min,beta_mum_max,n_pairs,utm_x,utm_y,bym2_log_beta_pred,bym2_beta_pred
Torre de Santa MarÃ­a,41,41,5479.366771094007,41,41,7864.2578322,1.4352493929932395,0,torre de santa maraa,,,,,,231211.70476662,4349585.44287673,0.45084881488381245,1.569643957349605
Guijo de Granadilla,29,29,21025.916153106205,23,22,25566.8397761,1.2159679316671752,1,guijo de granadilla,1.3823946329560604,0.2849524473842844,1.0650343776358018,3.368331723058904,300.0,230886.51760396,4454154.21447522,0.44482726089148855,1.5602206614276344
Torremenga,26,22,3021.9048427077173,26,22,7071.1937142,2.3399789478030018,0,torremenga,1.416918097331863,0.3415083848970828,1.1687712369084269,2.8900686503462225,300.0,263499.114225348,4436772.58027036,0.528607378335077,1.6965679853643372
Zarza de MontÃ¡nchez,41,41,12503.93132163728,41,41,18558.496492,1.4842129258888097,0,zarza de montanchez,,,,,,238519.027172623,4349751.74234226,0.456753904986824,1.578940267107194
Aceituna,25,25,9709.826305581346,25,25,11263.3355364,1.1599935139854844,0,aceituna,1.3922105490376886,0.2973359268278123,1.0779024115948288,4.43077800127373,300.0,216351.079749259,4449724.48146156,0.4296206819735437,1.5366745246362825
TorrejÃ³n el Rubio,33,33,11054.636693149245,33,33,21985.0892803,1.9887663331283016,0,torreja3n el rubio,,,,,,242119.660784559,4406688.05533202,0.5013803638844088,1.6509986774610654
Torrequemada,41,41,15650.38657409956,41,41,25042.2576295,1.6001047329363365,0,torrequemada,1.3448593244974278,0.152449828551468,1.0477395174037458,2.2394597638551947,300.0,222673.6496288,4362431.93552581,0.4671689669049238,1.595470962433501
Jaraicejo,37,27,19226.83555656172,37,27,29056.1268469,1.51122771926885,0,jaraicejo,1.4538262392736507,0.261313599254105,1.229657793886869,3.405064598685508,300.0,258849.518455894,4394623.76232495,0.4713232905285018,1.602112851870202
Valverde de la Vera,28,22,12863.92354244124,28,22,19646.468682,1.5272532223299895,0,valverde de la vera,1.4556316534299234,0.3631170578051524,1.149965773862336,3.9522317252608463,300.0,287607.981058062,4444522.49170646,0.47810814158011833,1.6130199084738153
Torre de Don Miguel,31,31,6548.229459226297,31,31,14210.0615151,2.170061633237114,0,torre de don miguel,1.3510438067793222,0.1982395828563461,1.1454166154897818,2.729868894389388,300.0,195790.491568247,4458837.83787277,0.5078315422979962,1.6616839938730856
Pozuelo de ZarzÃ³n,25,25,9773.428966490452,25,25,11772.6759989,1.204559427327322,0,pozuelo de zarza3n,,,,,,209244.514369259,4449904.50353529,0.4328954556112594,1.5417150346193227
Villa del Campo,25,25,9605.555965215715,25,25,12900.2415673,1.34299790808728,0,villa del campo,1.3085235017825128,0.1605836734378926,1.122090533206227,2.1058868999605957,300.0,208145.841433061,4449226.79993895,0.4457641659336094,1.5616831250199257
Plasenzuela,19,19,17218.687581036513,41,41,29174.0672986,1.694325839951375,1,plasenzuela,1.4055016735334678,0.1979451622299072,1.0707363600355273,2.9440228774982646,300.0,237613.198187442,4363712.78672427,0.4747024380385613,1.607535784809395
Bohonal de Ibor,34,27,12724.499952270511,34,27,19946.4381631,1.5675616517677642,0,bohonal de ibor,1.4177913717955175,0.2708289107770065,1.1129036152588163,2.997606464367869,300.0,287368.163738556,4406923.5705371,0.4990611916669812,1.6471741637644413
Berzocana,45,45,12138.367411359532,45,45,18528.878601,1.5264720512298873,0,berzocana,1.4229722531284998,0.3508827021605654,1.1711724249451458,4.3096951312806695,300.0,288348.295763909,4368324.67079457,0.4780199135657243,1.6128776012079487
Casares de las Hurdes,21,21,9100.431778671636,21,21,13692.619086,1.5046120249031385,0,casares de las hurdes,1.5416844631757611,0.4219548031040686,1.1932576353714095,5.888240778903794,300.0,221371.057569754,4481888.12377618,0.49699613905382667,1.6437761721764876
HernÃ¡n-PÃ©rez,31,31,7998.944901234248,31,31,14151.0031884,1.7691087216035806,0,hernan parez,,,,,,205345.70659261,4457187.57870841,0.4788503164634036,1.6142174956907285
Villanueva de la Sierra,31,31,12478.860085144168,25,25,18672.2166128,1.4963078747095575,1,villanueva de la sierra,1.3180900979117782,0.1819593662055153,1.124421163450141,2.570918462553593,300.0,210245.407326792,4455802.80618844,0.4602657830178037,1.5844950609135735
Cadalso,31,31,3523.9995201648435,31,31,3909.3162698,1.109340749744805,0,cadalso,1.3288723590888427,0.2011347565046108,1.111456154328886,3.0387414504838497,300.0,199014.667243361,4460243.94910607,0.42675884309287326,1.5322830965118106
Navalvillar de Ibor,42,42,5661.413559494457,42,42,8478.2541277,1.4975507509924917,0,navalvillar de ibor,1.46624990732839,0.431928429702379,1.2003985315788996,5.396120453410487,300.0,292978.017186314,4384394.24611259,0.4943188994976764,1.6393812753078263
Arroyomolinos de la Vera,26,22,9302.83188412552,26,22,18566.5306637,1.9957934202145675,0,arroyomolinos de la vera,1.43734430287879,0.3326867343319525,1.1464378490296443,3.258210452234564,300.0,256589.422105721,4437722.52246913,0.5156055964458738,1.6746523582888537
Cedillo,39,39,34271.05576488202,39,39,45472.1296677,1.3268377250955852,0,cedillo,1.3602436518596503,0.1558599018984509,1.1262635297811263,2.011518703013052,300.0,114594.404423581,4398588.2479557,0.44512827222170115,1.5606903762155457
Garganta. La,23,22,11306.4723927699,22,22,44700.1641144,3.9535022561930298,0,la garganta,1.975261333136848,1.054237261144666,1.264926249726271,9.636685554422264,300.0,260299.119549831,4468271.66171931,0.6337250237024022,1.8846177660418748
Ibahernando,19,19,13659.347682736863,19,19,15488.2319235,1.1338925022806572,0,ibahernando,1.4296832541718478,0.3269158613030536,1.0551409269231462,4.136816309636482,300.0,248550.150480377,4357024.77379878,0.42581962663635115,1.5308446266345495
Calzadilla,20,20,11210.223071979295,20,20,17996.3878518,1.605355017134599,0,calzadilla,1.307313542929845,0.1924285405158227,1.1065346440768609,2.5721933830274004,300.0,198944.039693026,4440673.45992731,0.46991381196548515,1.5998562988051213
Barrado,26,22,12873.481429506111,26,22,25686.6011735,1.995311160711051,0,barrado,1.4822959719823,0.4554087921726851,1.1552675206966396,4.316641030386458,300.0,254449.50373271,4441322.40490999,0.5167930843101965,1.6766421688454014
Casillas de Coria,20,20,9380.915089935264,32,20,17448.3347193,1.8599821608043576,0,casillas de coria,1.3814698140546324,0.3969087812859093,1.0948250842125542,5.467558113992408,300.0,189584.538383011,4430524.07910796,0.48470803387502653,1.6237008739796461
Villasbuenas de Gata,31,31,13048.735764023562,31,31,16532.1082144,1.266950953208845,0,villasbuenas de gata,1.3766844378179015,0.2149611341450102,1.124027128261845,2.544354724092837,300.0,191422.444789474,4454018.88941824,0.4572848590352139,1.579778834434839
Valdelacasa de Tajo,42,42,16812.977447394776,34,27,41075.3962838,2.4430768679919197,1,valdelacasa de tajo,1.5224490651421752,0.4144513837117908,1.11818512744864,4.470801193806677,300.0,304547.417510919,4399923.86643752,0.5632782129129381,1.7564209947391525
Abertura,36,36,11734.124920563834,36,36,15500.3981773,1.3209675439994544,0,abertura,1.3506601745565447,0.2555435526661094,1.0809514755909508,2.779948107402762,300.0,257299.792241677,4347725.08160208,0.4306100332607133,1.5381955878640532
Palomero,21,21,17307.945081603146,25,25,31917.6789183,1.844105627087166,1,palomero,1.411774099963647,0.2700609257748175,1.1585960914294884,3.144045715554093,300.0,221429.08324726,4460308.76551349,0.5075970269077691,1.6612943490934629
SerrejÃ³n,37,27,10174.787801348648,37,27,13653.2214313,1.3418679286353563,0,serreja3n,,,,,,260249.372436821,4411273.29873146,0.46034385334080186,1.5846187677836228
Hinojal,30,30,9295.063029221928,30,30,18625.0877309,2.0037613163403227,0,hinojal,1.3450931306015286,0.183847201933746,1.0385894953277093,2.267755727729498,300.0,212285.570912956,4400970.7487014,0.5062748656098891,1.659099301424008
Gargantilla,23,22,1678.247382225155,23,22,4720.4870415,2.812748043879681,0,gargantilla,1.5629303240747936,0.8979550433476241,1.1225992966423983,9.636685554422264,300.0,251849.540345749,4459621.86103201,0.575551956306408,1.778111696072021
SantibÃ¡Ã±ez el Alto,31,31,9266.97188682358,31,31,11649.8587185,1.2571375915216243,0,santibaaez el alto,,,,,,198133.951756585,4454497.14804085,0.44104199058252563,1.5543259680248565
CabaÃ±as del Castillo,42,42,11354.539898070025,42,42,32688.8864477,2.878926556350932,0,cabaaas del castillo,,,,,,284368.4233701,4380654.2981979,0.5603657101581565,1.7513128560982385
Robledillo de Trujillo,36,36,14204.48833736106,41,41,23422.6469199,1.6489609737151227,1,robledillo de trujillo,1.3871635813586989,0.2515524729733771,1.0795441023450922,2.779948107402762,300.0,243050.424371173,4350924.91327921,0.46130873963485286,1.5861484825957002
Cabezabellosa,23,22,15545.642468810362,23,22,26698.1868299,1.7174064618728553,0,cabezabellosa,1.5902263266082357,0.7919847119134914,1.15343629365918,9.793767916248289,300.0,244313.818262083,4447431.83873398,0.4803886229872039,1.6167025679065294
Morcillo,25,25,5780.784585504573,25,25,7000.3139168,1.2109625974220557,0,morcillo,1.3894212358179774,0.235079049055629,1.0779024115948288,3.1716197950292044,300.0,210226.444761213,4435499.73401311,0.4323401389520269,1.5408591322472271
Portaje,32,20,4280.912702538251,32,20,4616.4186386,1.07837252459337,0,portaje,1.3274800960697903,0.1874137889511677,1.0881019157547531,2.719591776451948,300.0,195567.50569125,4424805.70742281,0.4210573983388395,1.5235717263852429
Guijo de Santa BÃ¡rbara,28,22,4403.447249146839,28,22,8135.0044768,1.847417265728832,0,guijo de santa barbara,,,,,,274048.584750347,4448422.30923739,0.505889357920074,1.6584598291538006
Robledollano,42,42,6733.121982812707,42,42,9511.7280885,1.4126772265198964,0,robledollano,1.4722943085144602,0.381580860053955,1.1008140738317158,4.745533457843568,300.0,284798.370121813,4387544.114254,0.4814675305058485,1.6184477817553358
Puerto de Santa Cruz,19,19,13719.59238470531,19,19,16293.4216375,1.1876024579027589,0,puerto de santa cruz,1.3595019620737403,0.3247823960414148,1.0730003070497427,4.136816309636482,300.0,253679.91872291,4355924.8287116,0.42385093095708504,1.527833824081884
Herreruela,44,44,18529.19880231556,44,44,37690.8797938,2.0341343517286803,0,herreruela,1.347950444945178,0.1580521766335265,1.090898983769643,2.0353190682074715,300.0,164043.105948365,4375413.59082304,0.49148697355089344,1.634745236495257
Valdastillas,22,22,11853.664834297631,22,22,19273.0805891,1.625917457471455,0,valdastillas,1.5263605567330742,0.6039448058283515,1.1312801999622557,5.166868231017694,300.0,254949.46037632,4446622.25067897,0.49161018070202006,1.6349466612068912
Cabrero,22,22,14386.914060015964,22,22,27800.5102502,1.932347001881594,0,cabrero,1.5018569961297283,0.5432182085036856,1.1382578152621872,4.988568238531302,300.0,253569.528284717,4444472.30462672,0.5119983079031625,1.6686222866667837
Herguijuela,19,19,11422.01156987186,19,19,17727.126769,1.5520144293811875,0,herguijuela,1.3582897001194136,0.2398737057295404,1.05831953418792,2.9720494748312456,300.0,262349.504262445,4362094.70823977,0.46288670047149455,1.58865333854488
Talaveruela de la Vera,28,22,10801.82146857633,28,22,18521.0056842,1.714618755557071,0,talaveruela de la vera,1.4699077192969008,0.3814729700504657,1.207042903428268,4.162330851157231,300.0,285548.073028635,4444422.48734023,0.4904802036860404,1.6331002524535667
Granja. La,23,22,6554.223060553299,23,22,7776.0225656,1.186414086575741,0,la granja,1.4405674863972686,0.585781101475785,1.1108829698668088,6.238280834625078,300.0,245349.842496445,4458821.84515893,0.44714253195036957,1.563837180165567
Aldea del Obispo. La,40,19,9863.3838585054,40,19,15870.7453525,1.6090568490664925,0,la aldea del obispo,1.3900583584721866,0.2632568664693212,1.0943313870002085,2.541192849593377,300.0,250049.961916527,4383524.02965148,0.48191854637268333,1.6191778920178312
Casas de Don GÃ³mez,20,20,6922.458563848014,20,20,11157.0212854,1.6117136971634112,0,casas de don ga3mez,,,,,,192846.104117856,4435017.80098671,0.46546916001370864,1.5927612735231993
Aldehuela de Jerte,29,29,9718.852304143626,29,29,18430.083179,1.8963230021658368,0,aldehuela de jerte,1.425634453896208,0.3872308987672521,1.0489558445783336,6.69210327894818,300.0,223720.064743839,4434148.16766039,0.4919507001161193,1.6355034870856793
Gordo. El,34,27,19937.33382333003,34,27,25480.9530025,1.2780521823175277,0,el gordo,1.402493413548444,0.3152391561324086,1.077030958476243,3.1659345075152485,300.0,299697.562816394,4415623.3921293,0.47469231727972916,1.6075195154097324
Carrascalejo,42,42,18881.79882183086,42,42,54186.1986138,2.869758285484469,0,carrascalejo,1.5318026840250996,0.4376270590773937,1.0640682957107896,4.483608769480427,300.0,309997.208403041,4391024.15436813,0.5761814894745404,1.7792314287788014
Mata de AlcÃ¡ntara,44,44,13417.92847331757,44,44,16736.7263245,1.2473405531846498,0,mata de alcantara,,,,,,172730.909763159,4403622.87658654,0.42603380729110796,1.5311725390540079
Fresnedoso de Ibor,42,42,8682.243362162704,42,42,17187.7935023,1.9796488977957656,0,fresnedoso de ibor,1.510877885875489,0.4231947783992989,1.1971957977046015,5.951236608142112,300.0,284998.322079708,4395873.86967987,0.527611347907663,1.6948789933121098
AbadÃ­a,23,22,4400.55063718467,23,22,5139.7371555,1.1679759146660422,0,abadaa,,,,,,247049.753070027,4460921.8008852,0.4655978684233546,1.5929662884869522
Santa Cruz de Paniagua,25,25,14128.920433282445,25,25,22379.0644284,1.583918922473603,0,santa cruz de paniagua,1.3758709372113167,0.2809310634898524,1.1094027121360768,4.43077800127373,300.0,215773.742246727,4454526.00164349,0.4721617618692899,1.6034567409086922
VillamesÃ­as,36,36,9728.218970219412,43,36,14914.6615299,1.533133821880205,0,villamesaas,,,,,,252150.030721997,4348025.05139953,0.44919700502137094,1.5670533441695689
Santa Marta de Magasca,40,19,21214.413783047494,40,19,30451.6936773,1.435424706462266,0,santa marta de magasca,1.4560681566084543,0.2155851082194438,1.117158223831196,2.2828726105265,300.0,233700.427075126,4378235.95632634,0.45913314959694135,1.5827014248102376
Santiago del Campo,46,46,13534.977889247635,30,30,25411.971935,1.8775037641685108,1,santiago del campo,1.3500679440058947,0.15214721457604,1.0385894953277093,2.031431346696856,300.0,211417.71481691,4392055.57431461,0.5001463338232617,1.6489625520405424
Robledillo de la Vera,28,22,5124.156557749348,28,22,7373.6643855,1.4390006047626869,0,robledillo de la vera,1.4358884427619134,0.3999248910813253,1.1771728783844555,4.081017961781927,300.0,279548.356694927,4442272.51780527,0.4725658468936688,1.6041048046925495
Salvatierra de Santiago,41,41,14553.522306138242,41,41,16923.2267329,1.162826866026947,0,salvatierra de santiago,1.3754348173763262,0.2984564137919724,1.0960167647510526,4.648066542827304,300.0,238657.513079029,4354853.81554231,0.42889851393348005,1.5355651880185481
Santa Ana,41,41,18031.12457395288,41,41,23851.0969789,1.3227736784290454,0,santa ana,1.405972527021618,0.2745005128239419,1.0602689486664914,3.4518959115591072,300.0,242350.438976035,4355374.78140623,0.4443438083618678,1.55946655110506
Peraleda de San RomÃ¡n,42,42,12876.66485330482,34,27,29942.6213366,2.325339804810962,1,peraleda de san roman,,,,,,295647.817273697,4401823.76298123,0.5502967119926894,1.7337673711277783
Oliva de Plasencia,29,29,12221.696818336117,29,29,15532.4579358,1.270892100063943,0,oliva de plasencia,1.3426910855071583,0.2592826710853287,1.085528778482373,2.9371183912965764,300.0,237157.289506869,4444908.88076325,0.4429591187301961,1.5573086682845776
Herrera de AlcÃ¡ntara,39,39,28853.03018161156,39,39,47174.2628975,1.6349847000667823,0,herrera de alcantara,,,,,,122015.477208793,4396987.08043478,0.47186775152928323,1.602985377343388
Santa Cruz de la Sierra,19,19,11668.613217975775,19,19,15082.1903412,1.2925435147653646,0,santa cruz de la sierra,1.357809440314364,0.2749580065246761,1.0910922338237703,3.2273226530955657,300.0,254849.862231019,4358024.7844865,0.4386854940486832,1.550667516525854
Portezuelo,30,30,8963.644759146018,32,20,15404.6667939,1.7185717649265284,1,portezuelo,1.3236992170412336,0.2473562411962978,1.0774460396719376,4.5680135594935685,300.0,202681.597896817,4412795.10187037,0.4968390967876473,1.6435180501098852
AlcollarÃ­n,36,36,16547.432425908228,36,36,16991.2738455,1.0268223738987357,0,alcollaran,,,,,,263829.503544575,4347625.12544263,0.400301812165907,1.4922750164368461
Viandar de la Vera,28,22,9304.788406755408,28,22,17638.7827815,1.895667264039448,0,viandar de la vera,1.478712342486607,0.3998130174658351,1.2064967350856313,4.335774649460984,300.0,284048.141199521,4444472.47617997,0.504981618218672,1.6569550623952878
Millanes,34,27,2981.800496733992,34,27,6173.4196242,2.070366421550279,0,millanes,1.3773061445890689,0.2582358292963007,1.0874631229416467,2.737059785458547,300.0,279348.494073273,4414223.32384566,0.5238741155741329,1.688556658113267
Marchagaz,21,21,14969.53303341326,21,21,29701.6617873,1.9841408359902333,0,marchagaz,1.426341788712867,0.2818971942378341,1.160332417660803,3.278622791135722,300.0,221744.566601932,4462743.64319439,0.5253754936245835,1.6910937240877093
Rebollar,22,22,11622.456825222524,22,22,18792.1543479,1.616883128110928,0,rebollar,1.612316805190892,0.8339624600436215,1.1415338097723151,7.500583278362632,300.0,253149.527451634,4448972.17989047,0.48936505429442073,1.6312801167508204
Guijo de Coria,25,25,8767.14900845625,25,25,13848.5490467,1.5795954914582315,0,guijo de coria,1.3059420498027696,0.16472384396845,1.1182069311162095,2.065459271422755,300.0,204889.462549783,4444814.36853385,0.4623779201009876,1.5878452684932094
Valdemorales,41,41,9510.095729597926,41,41,17213.9917914,1.810075553480026,0,valdemorales,1.3302161552549443,0.1428045384087162,1.1263889630493915,2.045597638568641,300.0,235292.538288988,4344172.99981229,0.480351345827567,1.6166423029500805
Villar de Plasencia,23,22,16474.812135130443,23,22,19263.8183064,1.1692891031711588,0,villar de plasencia,1.4307757541001171,0.5004599239105613,1.1187498145862762,5.806569008119462,300.0,242172.16349191,4447626.81133641,0.43457677931744293,1.5443093369750918
Ladrillar,21,21,8550.421498203374,21,21,22262.2530819,2.6036439357495738,0,ladrillar,1.5782931664012458,0.4551668010937221,1.2026635864382622,5.888240778903794,300.0,226733.417898618,4484520.67774013,0.5636827638675417,1.757131700277869
Carbajo,39,39,21083.6723186719,39,39,32502.4576613,1.5415937589067683,0,carbajo,1.3444450679804365,0.1419913292768088,1.125498008961001,1.980424367704192,300.0,139863.745559549,4392249.62743826,0.4639050170318979,1.5902719145197524
Romangordo,37,27,7482.46689025829,37,27,11164.4740278,1.492084654906453,0,romangordo,1.3672321157658696,0.2631540516661636,1.1325614297905364,3.040054804191826,300.0,268749.027082719,4402723.59208588,0.480086507223915,1.6162142103501878
Casas de Don Antonio,41,41,10223.56755402536,41,41,22443.7912727,2.195299356520917,0,casas de don antonio,1.393287611739332,0.2789098724753247,1.0788222418719149,4.926023778422449,300.0,216106.262150414,4348232.51944914,0.5045206327323217,1.6561914061907257
ValdehÃºncar,34,27,6203.281829082165,34,27,9915.198431,1.5983794875344313,0,valdehaoncar,,,,,,284248.279168788,4412823.38560484,0.49864723660218835,1.6464924487861738
Conquista de la Sierra,19,19,14847.742138900148,19,19,21441.837608,1.4441143580897555,0,conquista de la sierra,1.3602618312486645,0.2493313542273427,1.0760831825309498,3.0793960281044312,300.0,264549.41256455,4359424.79282496,0.44904984280411675,1.5668227500926692
Piedras Albas,24,24,12876.649436521606,24,24,19593.453632,1.5216267033276336,0,piedras albas,1.2968249051244998,0.1087193460809951,1.1077337361941275,2.0469024833364298,300.0,163959.204592677,4411334.00970341,0.4481338085661292,1.565388143983201
Collado,26,22,4525.614866392438,26,22,7981.3709164,1.7635992350277685,0,collado,1.4175290899966826,0.3455382393136348,1.163956381058566,2.9575259017944195,300.0,268048.90322305,4437852.57598165,0.4955069866920499,1.641330160701359
Botija,41,41,15303.621761269664,41,41,31096.7470931,2.0319861257809904,0,botija,1.4609787863418555,0.3216251109848357,1.0707363600355273,5.293431813318756,300.0,235264.185972544,4359589.50586967,0.4930236068483051,1.637259171461862
HuÃ©laga,20,20,4046.416984354932,20,20,9549.1756402,2.359908945894833,0,hualaga,,,,,,191778.869158062,4440304.91972263,0.5270279793373462,1.6938905425205164
Cerezo,21,21,17178.14233237469,23,22,30463.7482532,1.7734017837182934,1,cerezo,1.3915741174381957,0.266642061708269,1.128819633068889,3.29017957177801,300.0,225614.148322302,4459192.96148298,0.5070470856829377,1.6603809860153411
DescargamarÃ­a,31,31,5276.782693860456,31,31,6075.5642793,1.1513766307581563,0,descargamaraa,,,,,,203866.728349287,4467466.04561756,0.43173061156414627,1.539920222579904
Segura de Toro,23,22,4848.924765941687,23,22,6422.8211775,1.3245866841682483,0,segura de toro,1.5432555483853874,0.8065091260113986,1.10132852939811,7.084369548363323,300.0,249249.670936418,4456921.92434571,0.4774597029196777,1.6119743030472289
Toril,35,27,8147.900169926829,35,27,10269.1836332,1.2603472574569137,0,toril,1.4206381665867287,0.2503981261658257,1.070348675371028,2.4655313689725635,300.0,262499.231520699,4420223.05296324,0.44950847759881596,1.5675415143355345
Mesas de Ibor,37,27,13199.205777947926,34,27,27388.2788358,2.0749944577391117,0,mesas de ibor,1.4882056496153195,0.3301394279207161,1.166304755112193,3.8079567136602535,300.0,282048.419023947,4403923.62890632,0.5358841913766859,1.7089586208996366
Pescueza,32,20,11244.890693426883,32,20,12314.9794288,1.0951622176281917,0,pescueza,1.3722139266601727,0.3073391056115033,1.1214866391985372,5.467558113992408,300.0,188475.89405234,4425233.08701363,0.41318704768810477,1.5116277459672633
Villa del Rey,44,44,7198.518644894846,44,44,8926.933034,1.2401069545511196,0,villa del rey,1.3529452597873102,0.1545308589890579,1.147645824656684,2.328405255463581,300.0,172364.458150349,4397107.17765371,0.42511156074529804,1.5297610714294392
Jarilla,23,22,12160.78083637798,23,22,13811.0111125,1.1357010128153524,0,jarilla,1.51442752213223,0.6933194151105394,1.1290727260895992,7.573877473963493,300.0,244473.960892906,4451279.70047355,0.43284338305973813,1.5416347556739343
Casas de Miravete,37,27,10366.306336050931,37,27,14210.7047209,1.3708551783270568,0,casas de miravete,1.3916909727125857,0.2450828449599313,1.1682058356467802,3.0667241909228045,300.0,265049.201111265,4401123.6125249,0.4660687568100354,1.5937165744491841
GargÃ¼era,26,22,15451.83158367996,29,29,25136.1754149,1.6267440710037593,1,garga14era,,,,,,250449.694157058,4438772.4523913,0.49212511021072625,1.6357887602801313
Robledillo de Gata,31,31,7592.911701337141,31,31,9034.8651576,1.189907839440425,0,robledillo de gata,1.4259918273542118,0.3064661317077022,1.111456154328886,3.4874650118640416,300.0,205199.382867405,4469371.1027844,0.4374304619721926,1.5487225997743843
ValdecaÃ±as de Tajo,37,27,7892.089538057373,34,27,36125.4541537,4.577425785591407,0,valdecaaas de tajo,,,,,,275848.697512898,4404373.58248324,0.6132065762190256,1.8463423542375497
Pedroso de Acim,30,30,5008.58519358778,30,30,9509.2747418,1.8985949872579204,0,pedroso de acim,1.422423291277527,0.3846461791137055,1.1038508111389884,4.5680135594935685,300.0,208092.61805233,4414085.9639105,0.5134901926220427,1.6711135366246477
Berrocalejo,34,27,20359.443930830177,34,27,32893.6851027,1.6156475203573366,0,berrocalejo,1.5316539858301292,0.4104471355795832,1.128878036961284,4.470801193806677,300.0,299047.616248948,4410473.53702969,0.5093289159410442,1.6641740194726913
GarvÃ­n,42,42,12479.12968888813,34,27,34280.1376132,2.746997464392431,1,garvan,,,,,,299047.67238102,4399423.84754332,0.5702209518878398,1.7686577965432995
Higuera,37,27,9196.30744729992,37,27,13553.5167877,1.4737998773278702,0,higuera,1.411498335205016,0.3464674461756614,1.1325614297905364,3.8557525578353737,300.0,271608.904945212,4400923.65243771,0.479837747737079,1.6158122117351617
Benquerencia,41,41,11691.003629236697,41,41,21363.2890938,1.82732721426713,0,benquerencia,1.4928300148532383,0.4397852868010586,1.0981824362662054,5.293431813318756,300.0,234162.550879926,4355834.11485303,0.47900673051637693,1.6144700017388425
Cachorrilla,32,20,13182.70427028524,32,20,14178.5258694,1.075540008991889,0,cachorrilla,1.3744264447835768,0.287854716829603,1.0881019157547531,4.948906008009903,300.0,186552.034620882,4424961.46299167,0.4112743648112866,1.5087392447354484
Campillo de Deleitosa,42,42,14388.047901043325,34,27,41006.7781391,2.8500584944623704,1,campillo de deleitosa,1.5947114809693768,0.550953643304786,1.172842201688303,5.951236608142112,300.0,279418.565087453,4398073.77820329,0.5647006779310231,1.7589212199810897
Ruanes,41,41,17566.698553391998,41,41,20721.878895,1.179611458124484,0,ruanes,1.3767730613365792,0.2649291212471648,1.0602689486664914,3.870295569888314,300.0,240443.005653289,4357591.3905487,0.43107481173638923,1.538910674230175
